LOGNAME,1823514,0007/0001.csv
ACC,8093947,-112240,-455792,911096
MSG,8093989,Gyroscope not ready
GYRS,8093994,100000000
ACC,8097499,-101992,-443104,885232
MSG,8097541,Gyroscope not ready
GYRS,8097545,100000000
ACC,8101047,49288,-437248,918416
MSG,8101089,Gyroscope not ready
GYRS,8101094,100000000
ACC,8104599,-86376,-379176,953064
MSG,8104641,Gyroscope not ready
GYRS,8104646,100000000
ACC,8108151,-7320,-393816,883768
MSG,8108206,Gyroscope not ready
GYRS,8108211,100000000
ACC,8111746,-131760,-493856,822768
MSG,8111788,Gyroscope not ready
GYRS,8111792,100000000
ACC,8115298,-154208,-525088,827648
MSG,8115339,Gyroscope not ready
GYRS,8115344,100000000
ACC,8118849,-212280,-574376,789096
MSG,8118891,Gyroscope not ready
GYRS,8118896,100000000
ACC,8122401,-176168,-554368,881816
MSG,8122443,Gyroscope not ready
GYRS,8122448,100000000
ACC,8125996,-80520,-510936,821304
MSG,8126038,Gyroscope not ready
GYRS,8126043,100000000
ACC,8129551,-128832,-488976,867664
MSG,8129592,Gyroscope not ready
GYRS,8129598,100000000
ACC,8133098,-100528,-494832,865224
MSG,8133140,Gyroscope not ready
GYRS,8133144,100000000
ACC,8136649,-116144,-485072,903776
MSG,8136691,Gyroscope not ready
GYRS,8136696,100000000
ACC,8140196,-101016,-476288,898896
MSG,8140238,Gyroscope not ready
GYRS,8140243,100000000
ACC,8143791,-103456,-458720,875472
MSG,8143833,Gyroscope not ready
GYRS,8143838,100000000
ACC,8147343,-63440,-455792,823744
MSG,8147398,Gyroscope not ready
GYRS,8147403,100000000
ACC,8150895,-121512,-477752,945744
MSG,8150936,Gyroscope not ready
GYRS,8150941,100000000
ACC,8154444,-132736,-488000,918904
MSG,8154485,Gyroscope not ready
GYRS,8154490,100000000
ACC,8158039,-114680,-480192,871568
MSG,8158081,Gyroscope not ready
GYRS,8158086,100000000
ACC,8161591,-99552,-474824,858880
MSG,8161633,Gyroscope not ready
GYRS,8161637,100000000
ACC,8165142,-96136,-490440,873520
MSG,8165184,Gyroscope not ready
GYRS,8165189,100000000
ACC,8168696,-120536,-499712,910120
MSG,8168738,Gyroscope not ready
GYRS,8168743,100000000
ACC,8172249,-127856,-485072,901824
MSG,8172290,Gyroscope not ready
GYRS,8172295,100000000
ACC,8175844,-107360,-481656,876448
MSG,8175886,Gyroscope not ready
GYRS,8175890,100000000
ACC,8179396,-104432,-485560,882792
MSG,8179437,Gyroscope not ready
GYRS,8179442,100000000
ACC,8182948,-97112,-481168,892064
MSG,8182989,Gyroscope not ready
GYRS,8182994,100000000
ACC,8186499,-102480,-477264,886696
MSG,8186555,Gyroscope not ready
GYRS,8186560,100000000
ACC,8190094,-106384,-476288,883768
MSG,8190136,Gyroscope not ready
GYRS,8190141,100000000
ACC,8193641,-113216,-483608,895968
MSG,8193683,Gyroscope not ready
GYRS,8193688,100000000
ACC,8197193,-113216,-476288,881328
MSG,8197235,Gyroscope not ready
GYRS,8197240,100000000
ACC,8200746,-103456,-475312,880840
MSG,8200788,Gyroscope not ready
GYRS,8200792,100000000
ACC,8204298,-103456,-476288,884744
MSG,8204339,Gyroscope not ready
GYRS,8204344,100000000
ACC,8207894,-109312,-483120,882304
MSG,8207936,Gyroscope not ready
GYRS,8207941,100000000
ACC,8211446,-107360,-479216,876448
MSG,8211488,Gyroscope not ready
GYRS,8211493,100000000
ACC,8214998,-108336,-486536,868640
MSG,8215040,Gyroscope not ready
GYRS,8215045,100000000
ACC,8218545,-105408,-478728,869616
MSG,8218587,Gyroscope not ready
GYRS,8218591,100000000
ACC,8222140,-106384,-483608,870592
MSG,8222181,Gyroscope not ready
GYRS,8222186,100000000
ACC,8225691,-103456,-484096,869616
MSG,8225747,Gyroscope not ready
GYRS,8225752,100000000
ACC,8229238,-102480,-483608,873520
MSG,8229280,Gyroscope not ready
GYRS,8229285,100000000
ACC,8232790,-109312,-480680,868640
MSG,8232832,Gyroscope not ready
GYRS,8232837,100000000
ACC,8236342,-112240,-479216,874496
MSG,8236384,Gyroscope not ready
GYRS,8236389,100000000
ACC,8239937,-103456,-480680,867664
MSG,8239979,Gyroscope not ready
GYRS,8239984,100000000
ACC,8243486,-109312,-477264,868640
MSG,8243527,Gyroscope not ready
GYRS,8243532,100000000
ACC,8247039,-106384,-481168,865712
MSG,8247081,Gyroscope not ready
GYRS,8247086,100000000
ACC,8250591,-105408,-479216,876448
MSG,8250633,Gyroscope not ready
GYRS,8250638,100000000
ACC,8254186,-105408,-475312,877424
MSG,8254228,Gyroscope not ready
GYRS,8254233,100000000
ACC,8257734,-110288,-481168,869616
MSG,8257776,Gyroscope not ready
GYRS,8257780,100000000
ACC,8261286,-104432,-480680,873520
MSG,8261328,Gyroscope not ready
GYRS,8261333,100000000
ACC,8264838,-101504,-481168,871568
MSG,8264894,Gyroscope not ready
GYRS,8264899,100000000
ACC,8268387,-104432,-488000,868640
MSG,8268429,Gyroscope not ready
GYRS,8268434,100000000
ACC,8271982,-110288,-487024,870592
MSG,8272024,Gyroscope not ready
GYRS,8272029,100000000
ACC,8275535,-111264,-488488,874496
MSG,8275576,Gyroscope not ready
GYRS,8275581,100000000
ACC,8279083,-105408,-482144,877424
MSG,8279125,Gyroscope not ready
GYRS,8279130,100000000
ACC,8282635,-102480,-482144,880352
MSG,8282677,Gyroscope not ready
GYRS,8282682,100000000
ACC,8286229,-108336,-481168,875472
MSG,8286271,Gyroscope not ready
GYRS,8286275,100000000
ACC,8289776,-102480,-484584,881328
MSG,8289817,Gyroscope not ready
GYRS,8289822,100000000
ACC,8293327,-102480,-476288,882304
MSG,8293369,Gyroscope not ready
GYRS,8293374,100000000
ACC,8296874,-106384,-481656,879376
MSG,8296916,Gyroscope not ready
GYRS,8296921,100000000
ACC,8300426,-105408,-480192,877424
MSG,8300468,Gyroscope not ready
GYRS,8300473,100000000
ACC,8304021,-104432,-481168,877424
MSG,8304077,Gyroscope not ready
GYRS,8304082,100000000
ACC,8307574,-107360,-482632,880352
MSG,8307616,Gyroscope not ready
GYRS,8307620,100000000
ACC,8311126,-104432,-479216,880352
MSG,8311168,Gyroscope not ready
GYRS,8311173,100000000
ACC,8314678,-109312,-482144,877424
MSG,8314720,Gyroscope not ready
GYRS,8314725,100000000
ACC,8318268,-105408,-480192,875472
MSG,8318310,Gyroscope not ready
GYRS,8318314,100000000
ACC,8321820,-111264,-476288,880352
MSG,8321862,Gyroscope not ready
GYRS,8321867,100000000
ACC,8325374,-111264,-480680,878400
MSG,8325416,Gyroscope not ready
GYRS,8325421,100000000
ACC,8328926,-106384,-486048,877424
MSG,8328968,Gyroscope not ready
GYRS,8328973,100000000
ACC,8332478,-111264,-479216,884256
MSG,8332520,Gyroscope not ready
GYRS,8332525,100000000
ACC,8336073,-104432,-482144,880352
MSG,8336115,Gyroscope not ready
GYRS,8336120,100000000
ACC,8339625,-110288,-477264,874496
MSG,8339667,Gyroscope not ready
GYRS,8339672,100000000
ACC,8343178,-101504,-479216,875472
MSG,8343233,Gyroscope not ready
GYRS,8343238,100000000
ACC,8346731,-109312,-484584,872544
MSG,8346773,Gyroscope not ready
GYRS,8346778,100000000
ACC,8350321,-107360,-480192,882792
MSG,8350362,Gyroscope not ready
GYRS,8350367,100000000
ACC,8353869,-104432,-481656,877424
MSG,8353911,Gyroscope not ready
GYRS,8353916,100000000
ACC,8357418,-108336,-483608,877424
MSG,8357459,Gyroscope not ready
GYRS,8357464,100000000
ACC,8360969,-109312,-483608,870592
MSG,8361011,Gyroscope not ready
GYRS,8361016,100000000
ACC,8364472,-105408,-482632,878400
MSG,8364514,Gyroscope not ready
GYRS,8364519,100000000
ACC,8367991,-105408,-483608,870592
MSG,8368033,Gyroscope not ready
GYRS,8368038,100000000
ACC,8371489,-105408,-481656,875472
MSG,8371531,Gyroscope not ready
GYRS,8371536,100000000
ACC,8374987,-108336,-480192,872544
MSG,8375029,Gyroscope not ready
GYRS,8375034,100000000
ACC,8378481,-104432,-481656,884744
MSG,8378522,Gyroscope not ready
GYRS,8378527,100000000
ACC,8382043,-106384,-482632,880352
MSG,8382099,Gyroscope not ready
GYRS,8382104,100000000
ACC,8386166,-108336,-472384,881328
MSG,8386208,Gyroscope not ready
GYRS,8386213,100000000
ACC,8389744,-108336,-484096,874496
MSG,8389786,Gyroscope not ready
GYRS,8389791,100000000
ACC,8393317,-107360,-480192,879376
MSG,8393359,Gyroscope not ready
GYRS,8393364,100000000
ACC,8396939,-105408,-480192,877424
MSG,8396981,Gyroscope not ready
GYRS,8396985,100000000
ACC,8400517,-103456,-483120,875472
MSG,8400559,Gyroscope not ready
GYRS,8400564,100000000
ACC,8404073,-106384,-482632,883280
MSG,8404115,Gyroscope not ready
GYRS,8404120,100000000
ACC,8407610,-108336,-485560,872544
MSG,8407652,Gyroscope not ready
GYRS,8407656,100000000
ACC,8411151,-109312,-483120,870592
MSG,8411193,Gyroscope not ready
GYRS,8411198,100000000
ACC,8414732,-104432,-478728,874496
MSG,8414774,Gyroscope not ready
GYRS,8414779,100000000
ACC,8418274,-111264,-485072,880352
MSG,8418316,Gyroscope not ready
GYRS,8418321,100000000
ACC,8421816,-108336,-481168,870592
MSG,8421858,Gyroscope not ready
GYRS,8421876,100000000
ACC,8425360,-105408,-483608,878400
MSG,8425402,Gyroscope not ready
GYRS,8425407,100000000
ACC,8428945,-106384,-484584,878400
MSG,8428987,Gyroscope not ready
GYRS,8428992,100000000
ACC,8432487,-109312,-473360,878400
MSG,8432529,Gyroscope not ready
GYRS,8432534,100000000
ACC,8436030,-102480,-484584,878400
MSG,8436071,Gyroscope not ready
GYRS,8436076,100000000
ACC,8439572,-102480,-477264,873520
MSG,8439614,Gyroscope not ready
GYRS,8439619,100000000
ACC,8443116,-105408,-480192,872544
MSG,8443158,Gyroscope not ready
GYRS,8443162,100000000
ACC,8446701,-99552,-478240,866200
MSG,8446743,Gyroscope not ready
GYRS,8446747,100000000
ACC,8450243,-109312,-487024,880352
MSG,8450285,Gyroscope not ready
GYRS,8450290,100000000
ACC,8453780,-115168,-483608,885720
MSG,8453822,Gyroscope not ready
GYRS,8453827,100000000
ACC,8457322,-111264,-477264,878400
MSG,8457364,Gyroscope not ready
GYRS,8457369,100000000
ACC,8460904,-102480,-484096,871568
MSG,8460946,Gyroscope not ready
GYRS,8460964,100000000
ACC,8464447,-108336,-486048,882304
MSG,8464489,Gyroscope not ready
GYRS,8464494,100000000
ACC,8467990,-106384,-489952,875472
MSG,8468031,Gyroscope not ready
GYRS,8468036,100000000
ACC,8471532,-115168,-491904,873520
MSG,8471574,Gyroscope not ready
GYRS,8471579,100000000
ACC,8475069,-113216,-485560,890112
MSG,8475111,Gyroscope not ready
GYRS,8475116,100000000
ACC,8478651,-100528,-479216,878400
MSG,8478693,Gyroscope not ready
GYRS,8478698,100000000
ACC,8482192,-98088,-470432,879376
MSG,8482233,Gyroscope not ready
GYRS,8482238,100000000
ACC,8485734,-104432,-476288,876448
MSG,8485776,Gyroscope not ready
GYRS,8485780,100000000
ACC,8489274,-106384,-478240,883280
MSG,8489316,Gyroscope not ready
GYRS,8489320,100000000
ACC,8492854,-106384,-479216,878400
MSG,8492896,Gyroscope not ready
GYRS,8492901,100000000
ACC,8496397,-111264,-482144,886696
MSG,8496439,Gyroscope not ready
GYRS,8496443,100000000
ACC,8499936,-111264,-488000,874496
MSG,8499978,Gyroscope not ready
GYRS,8499997,100000000
ACC,8503481,-105408,-483608,867176
MSG,8503523,Gyroscope not ready
GYRS,8503528,100000000
ACC,8507020,-101504,-483120,869616
MSG,8507062,Gyroscope not ready
GYRS,8507067,100000000
ACC,8510600,-104432,-480680,876448
MSG,8510642,Gyroscope not ready
GYRS,8510646,100000000
ACC,8514142,-112240,-488000,877424
MSG,8514184,Gyroscope not ready
GYRS,8514189,100000000
ACC,8517679,-105408,-482144,875472
MSG,8517722,Gyroscope not ready
GYRS,8517727,100000000
ACC,8521219,-108336,-476288,876448
MSG,8521261,Gyroscope not ready
GYRS,8521265,100000000
ACC,8524804,-107360,-471408,882304
MSG,8524846,Gyroscope not ready
GYRS,8524851,100000000
ACC,8528347,-104432,-479216,879376
MSG,8528388,Gyroscope not ready
GYRS,8528393,100000000
ACC,8531889,-105408,-478240,872544
MSG,8531931,Gyroscope not ready
GYRS,8531936,100000000
ACC,8535432,-103456,-479216,882304
MSG,8535474,Gyroscope not ready
GYRS,8535479,100000000
ACC,8538969,-107360,-485560,875472
MSG,8539011,Gyroscope not ready
GYRS,8539029,100000000
ACC,8542550,-106384,-488976,869616
MSG,8542592,Gyroscope not ready
GYRS,8542597,100000000
ACC,8546093,-114680,-487024,871568
MSG,8546135,Gyroscope not ready
GYRS,8546140,100000000
ACC,8549633,-109312,-486048,878400
MSG,8549674,Gyroscope not ready
GYRS,8549679,100000000
ACC,8553172,-106384,-483120,877424
MSG,8553213,Gyroscope not ready
GYRS,8553218,100000000
ACC,8556757,-101504,-478240,873520
MSG,8556799,Gyroscope not ready
GYRS,8556804,100000000
ACC,8559762,-104432,-478240,880352
MSG,8760001,Gyroscope not ready
GYRS,8760006,100000000
MSG,8763001,Accelerometer not ready
ACCS,8763006,100000000
MSG,8763042,Gyroscope not ready
GYRS,8763047,100000000
ACC,8766547,-108336,-480680,877424
MSG,8766589,Gyroscope not ready
GYRS,8766593,100000000
ACC,8770087,-114192,-480192,875472
MSG,8770129,Gyroscope not ready
GYRS,8770133,100000000
ACC,8773675,-103456,-483608,877424
MSG,8773717,Gyroscope not ready
GYRS,8773722,100000000
ACC,8777220,-110288,-479216,883280
MSG,8777276,Gyroscope not ready
GYRS,8777281,100000000
ACC,8780760,-107360,-479216,882792
MSG,8780802,Gyroscope not ready
GYRS,8780807,100000000
ACC,8784305,-106384,-484584,873520
MSG,8784347,Gyroscope not ready
GYRS,8784352,100000000
ACC,8787891,-107360,-486536,884744
MSG,8787933,Gyroscope not ready
GYRS,8787938,100000000
ACC,8791431,-109312,-481656,880352
MSG,8791473,Gyroscope not ready
GYRS,8791477,100000000
ACC,8794975,-112240,-488976,875472
MSG,8795017,Gyroscope not ready
GYRS,8795036,100000000
ACC,8798521,-110288,-482144,878400
MSG,8798563,Gyroscope not ready
GYRS,8798568,100000000
ACC,8802066,-107360,-483608,877424
MSG,8802108,Gyroscope not ready
GYRS,8802112,100000000
ACC,8805653,-106384,-482632,871568
MSG,8805695,Gyroscope not ready
GYRS,8805700,100000000
ACC,8809197,-108336,-481168,878400
MSG,8809239,Gyroscope not ready
GYRS,8809244,100000000
ACC,8812737,-105408,-484584,874496
MSG,8812779,Gyroscope not ready
GYRS,8812784,100000000
ACC,8816282,-106384,-483120,875472
MSG,8816338,Gyroscope not ready
GYRS,8816343,100000000
ACC,8819870,-107360,-482144,874496
MSG,8819912,Gyroscope not ready
GYRS,8819917,100000000
ACC,8823410,-103456,-481168,879376
MSG,8823452,Gyroscope not ready
GYRS,8823457,100000000
ACC,8826954,-104432,-482144,876448
MSG,8826996,Gyroscope not ready
GYRS,8827001,100000000
ACC,8830499,-106384,-479704,872544
MSG,8830541,Gyroscope not ready
GYRS,8830546,100000000
ACC,8834044,-105408,-484584,869616
MSG,8834086,Gyroscope not ready
GYRS,8834105,100000000
ACC,8837633,-105408,-481168,877912
MSG,8837674,Gyroscope not ready
GYRS,8837679,100000000
ACC,8841176,-104432,-488000,880352
MSG,8841218,Gyroscope not ready
GYRS,8841223,100000000
ACC,8844721,-107360,-481656,870592
MSG,8844763,Gyroscope not ready
GYRS,8844767,100000000
ACC,8848266,-105408,-485072,878400
MSG,8848307,Gyroscope not ready
GYRS,8848312,100000000
ACC,8851853,-108336,-483120,872544
MSG,8851895,Gyroscope not ready
GYRS,8851900,100000000
ACC,8855465,-107360,-483608,878400
MSG,8855520,Gyroscope not ready
GYRS,8855525,100000000
ACC,8859005,-109312,-482632,872544
MSG,8859047,Gyroscope not ready
GYRS,8859051,100000000
ACC,8862544,-106384,-482144,878400
MSG,8862586,Gyroscope not ready
GYRS,8862590,100000000
ACC,8866088,-109312,-481168,875472
MSG,8866130,Gyroscope not ready
GYRS,8866135,100000000
ACC,8869676,-111264,-481168,870592
MSG,8869718,Gyroscope not ready
GYRS,8869722,100000000
ACC,8873220,-111264,-484584,872544
MSG,8873262,Gyroscope not ready
GYRS,8873281,100000000
ACC,8876762,-109312,-485560,878400
MSG,8876804,Gyroscope not ready
GYRS,8876809,100000000
ACC,8880306,-106384,-481656,871568
MSG,8880348,Gyroscope not ready
GYRS,8880352,100000000
ACC,8883893,-109312,-484584,880352
MSG,8883935,Gyroscope not ready
GYRS,8883939,100000000
ACC,8887432,-106384,-483120,881328
MSG,8887473,Gyroscope not ready
GYRS,8887478,100000000
ACC,8891043,-107360,-485560,876448
MSG,8891085,Gyroscope not ready
GYRS,8891090,100000000
ACC,8894587,-105408,-479216,875472
MSG,8894643,Gyroscope not ready
GYRS,8894648,100000000
ACC,8898193,-106384,-482632,873520
MSG,8898235,Gyroscope not ready
GYRS,8898240,100000000
ACC,8901848,-107360,-484096,874496
MSG,8901890,Gyroscope not ready
GYRS,8901895,100000000
ACC,8905392,-102480,-480192,877424
MSG,8905433,Gyroscope not ready
GYRS,8905438,100000000
ACC,8908935,-109312,-482144,877424
MSG,8908977,Gyroscope not ready
GYRS,8908982,100000000
ACC,8912478,-105408,-481168,868640
MSG,8912520,Gyroscope not ready
GYRS,8912539,100000000
ACC,8916063,-108336,-487024,881328
MSG,8916105,Gyroscope not ready
GYRS,8916110,100000000
ACC,8919675,-112240,-481656,875472
MSG,8919717,Gyroscope not ready
GYRS,8919722,100000000
ACC,8923219,-105408,-481168,877424
MSG,8923260,Gyroscope not ready
GYRS,8923265,100000000
ACC,8926762,-106384,-484096,873520
MSG,8926804,Gyroscope not ready
GYRS,8926809,100000000
ACC,8930300,-108336,-480192,874496
MSG,8930342,Gyroscope not ready
GYRS,8930347,100000000
ACC,8933954,-106384,-484096,872544
MSG,8934010,Gyroscope not ready
GYRS,8934015,100000000
ACC,8937493,-107360,-480680,880352
MSG,8937534,Gyroscope not ready
GYRS,8937539,100000000
ACC,8941036,-112240,-486048,878400
MSG,8941078,Gyroscope not ready
GYRS,8941083,100000000
ACC,8944647,-108336,-481656,874496
MSG,8944689,Gyroscope not ready
GYRS,8944695,100000000
ACC,9023400,-101504,-484584,875472
MSG,9023441,Gyroscope not ready
GYRS,9023446,100000000
ACC,9026936,-95648,-493856,876448
MSG,9026978,Gyroscope not ready
GYRS,9026997,100000000
ACC,9030503,-108336,-486536,884256
MSG,9030545,Gyroscope not ready
GYRS,9030549,100000000
ACC,9034030,-106384,-489952,878400
MSG,9034072,Gyroscope not ready
GYRS,9034077,100000000
ACC,9037558,-116632,-481656,874496
MSG,9037600,Gyroscope not ready
GYRS,9037604,100000000
ACC,9041085,-102480,-478728,878400
MSG,9041127,Gyroscope not ready
GYRS,9041132,100000000
ACC,9044656,-105408,-484584,879376
MSG,9044697,Gyroscope not ready
GYRS,9044702,100000000
ACC,9048178,-101504,-489952,872544
MSG,9048234,Gyroscope not ready
GYRS,9048238,100000000
ACC,9051702,-101504,-489952,875472
MSG,9051744,Gyroscope not ready
GYRS,9051749,100000000
ACC,9055230,-113216,-489952,871568
MSG,9055272,Gyroscope not ready
GYRS,9055276,100000000
ACC,9058752,-117120,-482144,874496
MSG,9058794,Gyroscope not ready
GYRS,9058799,100000000
ACC,9062323,-111264,-481656,876448
MSG,9062365,Gyroscope not ready
GYRS,9062370,100000000
ACC,9065850,-106384,-476288,878400
MSG,9065892,Gyroscope not ready
GYRS,9065897,100000000
ACC,9069374,-104432,-488976,879376
MSG,9069416,Gyroscope not ready
GYRS,9069421,100000000
ACC,9072902,-108336,-483608,879376
MSG,9072943,Gyroscope not ready
GYRS,9072948,100000000
ACC,9076466,-105408,-483608,870592
MSG,9076508,Gyroscope not ready
GYRS,9076513,100000000
ACC,9079993,-105408,-475312,863272
MSG,9080035,Gyroscope not ready
GYRS,9080040,100000000
ACC,9083520,-99064,-481168,904752
MSG,9083562,Gyroscope not ready
GYRS,9083567,100000000
ACC,9087044,-132736,-488976,900848
MSG,9087100,Gyroscope not ready
GYRS,9087105,100000000
ACC,9090567,-111264,-499712,867176
MSG,9090608,Gyroscope not ready
GYRS,9090613,100000000
ACC,9094137,-116632,-472384,869616
MSG,9094179,Gyroscope not ready
GYRS,9094184,100000000
ACC,9097665,-92720,-479704,852048
MSG,9097706,Gyroscope not ready
GYRS,9097711,100000000
ACC,9101192,-109312,-488976,898896
MSG,9101234,Gyroscope not ready
GYRS,9101239,100000000
ACC,9104720,-128832,-485560,889624
